"Work_Geo_Short" "Res_Geo_Short" "Year" "Total" "Drove.alone" "X2.person.carpool" "X3.person.carpool" "X4.person.carpool" "X5.or.6.person.carpool" "X7.or.more.person.carpool" "Bus" "Streetcar.or.trolley" "Subway" "Railroad" "Ferry" "Bicycle" "Walked" "Taxi" "Motorcycle" "Other" "Worked.at.home" "Source" "src" "dst"
"Inyo" "Kern" 2016 215 40 45 20 110 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 15 14
"Inyo" "San Bernardino" 2016 45 40 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 14
"Kern" "Inyo" 2016 75 70 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 14 15
"Kern" "Imperial" 2016 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 13 15
"Kern" "Mono" 2016 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 26 15
"Kern" "Tuolumne" 2016 30 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 55 15
"Kern" "Riverside" 2016 370 255 35 35 0 30 0 0 0 0 0 0 0 0 0 0 15 0 "CTPP_A302103_5YR_2016" 33 15
"Kern" "Ventura" 2016 505 400 60 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0 "CTPP_A302103_5YR_2016" 56 15
"Kern" "Trinity" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 53 15
"Kern" "San Luis Obispo" 2016 670 610 50 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 "CTPP_A302103_5YR_2016" 40 15
"Kern" "Kings" 2016 915 640 120 15 30 40 20 0 0 0 0 0 0 0 0 0 55 0 "CTPP_A302103_5YR_2016" 16 15
"Kern" "Sonoma" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 15
"Kern" "Sacramento" 2016 105 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 15
"Kern" "Lake" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 17 15
"Kern" "Marin" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 21 15
"Kern" "Sutter" 2016 30 10 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 15
"Kern" "Monterey" 2016 65 50 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 27 15
"Kern" "Placer" 2016 90 80 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 31 15
"Kern" "Merced" 2016 70 60 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 24 15
"Kern" "Los Angeles" 2016 7565 6155 700 195 135 65 205 25 0 0 0 0 20 0 0 35 30 0 "CTPP_A302103_5YR_2016" 19 15
"Kern" "Santa Clara" 2016 30 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 43 15
"Kern" "Glenn" 2016 30 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 11 15
"Kern" "Santa Barbara" 2016 90 85 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 "CTPP_A302103_5YR_2016" 42 15
"Kern" "Solano" 2016 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 48 15
"Kern" "Madera" 2016 105 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 20 15
"Kern" "Alameda" 2016 35 25 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 "CTPP_A302103_5YR_2016" 1 15
"Kern" "Yolo" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 15
"Kern" "San Joaquin" 2016 55 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 25 0 "CTPP_A302103_5YR_2016" 39 15
"Kern" "Santa Cruz" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 44 15
"Kern" "Fresno" 2016 1110 705 115 50 45 15 115 20 0 0 4 0 0 15 0 0 25 0 "CTPP_A302103_5YR_2016" 10 15
"Kern" "San Benito" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 35 15
"Kern" "Butte" 2016 20 4 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 15
"Kern" "El Dorado" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 9 15
"Kern" "Contra Costa" 2016 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 7 15
"Kern" "Humboldt" 2016 15 10 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 12 15
"Kern" "Amador" 2016 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 3 15
"Kern" "San Diego" 2016 310 205 90 0 0 0 0 4 0 0 0 0 0 0 0 0 10 0 "CTPP_A302103_5YR_2016" 37 15
"Kern" "San Bernardino" 2016 1060 890 70 0 50 15 30 4 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 15
"Kern" "Kern" 2016 306240 240880 25645 7350 3680 2015 1435 2585 65 15 90 25 1555 4260 70 970 5895 9695 "CTPP_A302103_5YR_2016" 15 15
"Kern" "Orange" 2016 410 330 15 0 0 0 0 0 0 0 0 0 25 0 0 0 40 0 "CTPP_A302103_5YR_2016" 30 15
"Kern" "Tulare" 2016 5615 3595 915 405 320 105 210 35 0 0 0 0 0 4 0 0 30 0 "CTPP_A302103_5YR_2016" 54 15
"Kern" "Stanislaus" 2016 45 30 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 50 15
"Kings" "San Diego" 2016 95 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 37 16
"Kings" "Stanislaus" 2016 40 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 50 16
"Kings" "Santa Clara" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 43 16
"Kings" "Fresno" 2016 5125 4185 460 15 185 115 65 30 0 0 4 0 0 0 0 0 65 0 "CTPP_A302103_5YR_2016" 10 16
"Kings" "San Joaquin" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 39 16
"Kings" "Kern" 2016 465 365 40 0 10 50 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 15 16
"Kings" "San Francisco" 2016 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 "CTPP_A302103_5YR_2016" 38 16
"Kings" "Orange" 2016 20 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 30 16
"Kings" "Merced" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 24 16
"Kings" "Madera" 2016 65 30 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 20 16
"Kings" "Tulare" 2016 6480 5130 805 20 120 135 175 4 0 0 0 0 0 0 0 75 20 0 "CTPP_A302103_5YR_2016" 54 16
"Kings" "San Bernardino" 2016 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 16
"Kings" "Kings" 2016 42370 32065 3580 840 435 380 560 405 15 0 10 20 265 1200 0 260 300 2035 "CTPP_A302103_5YR_2016" 16 16
"Kings" "Yolo" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 16
"Kings" "Imperial" 2016 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 13 16
"Kings" "Butte" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 16
"Kings" "Riverside" 2016 45 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 16
"Kings" "Sacramento" 2016 30 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 16
"Kings" "Los Angeles" 2016 110 90 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 19 16
"Kings" "San Luis Obispo" 2016 145 115 0 0 4 10 4 0 0 0 0 0 0 10 0 0 0 0 "CTPP_A302103_5YR_2016" 40 16
"Lake" "Sutter" 2016 10 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 17
"Lake" "San Mateo" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 41 17
"Lake" "Los Angeles" 2016 95 55 25 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 19 17
"Lake" "Tulare" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 54 17
"Lake" "Shasta" 2016 65 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 17
"Lake" "Mendocino" 2016 250 150 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 23 17
"Lake" "Humboldt" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 12 17
"Lake" "Alameda" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 1 17
"Lake" "Lake" 2016 16720 11805 1360 220 25 35 25 145 0 0 0 0 4 555 0 15 50 2485 "CTPP_A302103_5YR_2016" 17 17
"Lake" "Napa" 2016 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 28 17
"Lake" "Mariposa" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 22 17
"Lake" "Tehama" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 17
"Lake" "Contra Costa" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 7 17
"Lake" "San Bernardino" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 17
"Lake" "Solano" 2016 70 40 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 48 17
"Lake" "San Joaquin" 2016 20 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 39 17
"Lake" "Sacramento" 2016 90 30 25 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 17
"Lake" "Sonoma" 2016 265 255 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 "CTPP_A302103_5YR_2016" 49 17
"Lake" "Siskiyou" 2016 4 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 47 17
"Lake" "Marin" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 21 17
"Lake" "Butte" 2016 15 4 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 17
"Lassen" "Plumas" 2016 215 190 10 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 32 18
"Lassen" "Madera" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 20 18
"Lassen" "El Dorado" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 9 18
"Lassen" "San Diego" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 37 18
"Lassen" "Sonoma" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 18
"Lassen" "Shasta" 2016 160 155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 45 18
"Lassen" "Lassen" 2016 7925 6155 410 135 80 40 135 65 0 0 10 0 40 325 0 0 15 515 "CTPP_A302103_5YR_2016" 18 18
"Lassen" "Fresno" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 10 18
"Lassen" "Tehama" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 18
"Lassen" "Sierra" 2016 40 4 0 25 0 0 10 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 46 18
"Lassen" "Modoc" 2016 75 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 25 18
"Lassen" "Butte" 2016 145 145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 18
"Lassen" "Riverside" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 18
"Lassen" "Sacramento" 2016 20 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 "CTPP_A302103_5YR_2016" 34 18
"Los Angeles" "Kings" 2016 190 140 10 20 0 0 0 0 0 0 0 0 0 15 0 0 0 0 "CTPP_A302103_5YR_2016" 16 19
"Los Angeles" "Kern" 2016 8730 7360 875 80 70 15 20 100 0 0 15 0 10 40 0 30 120 0 "CTPP_A302103_5YR_2016" 15 19
"Los Angeles" "Humboldt" 2016 30 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 "CTPP_A302103_5YR_2016" 12 19
"Los Angeles" "Riverside" 2016 52865 40105 6785 1565 635 545 525 430 0 35 1400 0 35 165 0 265 375 0 "CTPP_A302103_5YR_2016" 33 19
"Los Angeles" "San Francisco" 2016 370 185 35 0 0 0 0 4 0 10 15 0 0 40 0 0 80 0 "CTPP_A302103_5YR_2016" 38 19
"Los Angeles" "Shasta" 2016 35 4 0 15 0 0 0 0 0 0 0 0 0 0 0 0 15 0 "CTPP_A302103_5YR_2016" 45 19
"Los Angeles" "Mono" 2016 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 "CTPP_A302103_5YR_2016" 26 19
"Los Angeles" "Santa Clara" 2016 695 435 85 0 0 0 0 25 0 0 0 0 0 40 15 0 95 0 "CTPP_A302103_5YR_2016" 43 19
"Los Angeles" "Yolo" 2016 60 20 15 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 "CTPP_A302103_5YR_2016" 57 19
"Los Angeles" "Santa Barbara" 2016 1180 970 35 40 0 0 0 15 0 0 0 0 0 80 0 15 20 0 "CTPP_A302103_5YR_2016" 42 19
"Los Angeles" "San Joaquin" 2016 280 205 25 0 0 0 0 0 0 0 20 0 0 0 0 0 30 0 "CTPP_A302103_5YR_2016" 39 19
"Los Angeles" "San Diego" 2016 6990 5635 420 120 40 0 0 60 0 25 345 15 45 40 0 15 230 0 "CTPP_A302103_5YR_2016" 37 19
"Los Angeles" "Inyo" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 14 19
"Los Angeles" "Contra Costa" 2016 605 370 10 0 0 0 10 15 0 0 0 0 15 15 0 0 170 0 "CTPP_A302103_5YR_2016" 7 19
"Los Angeles" "Ventura" 2016 67960 58690 5180 755 210 325 505 645 0 110 940 15 35 115 10 260 165 0 "CTPP_A302103_5YR_2016" 56 19
"Los Angeles" "Orange" 2016 184475 154995 15240 2915 1160 1235 1095 1535 4 415 3335 20 230 350 20 905 1020 0 "CTPP_A302103_5YR_2016" 30 19
"Los Angeles" "El Dorado" 2016 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 9 19
"Los Angeles" "Tehama" 2016 10 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 19
"Los Angeles" "Sonoma" 2016 210 70 65 0 0 0 0 0 0 0 0 0 0 0 0 0 75 0 "CTPP_A302103_5YR_2016" 49 19
"Los Angeles" "San Mateo" 2016 340 245 0 0 0 0 0 0 0 0 0 0 0 10 20 15 55 0 "CTPP_A302103_5YR_2016" 41 19
"Los Angeles" "Solano" 2016 145 130 0 0 0 0 0 4 0 0 0 0 0 0 0 0 10 0 "CTPP_A302103_5YR_2016" 48 19
"Los Angeles" "Sacramento" 2016 500 315 50 30 40 0 10 0 0 0 0 0 0 10 4 0 45 0 "CTPP_A302103_5YR_2016" 34 19
"Los Angeles" "San Luis Obispo" 2016 695 630 30 10 0 0 0 0 0 0 0 0 0 0 0 0 30 0 "CTPP_A302103_5YR_2016" 40 19
"Los Angeles" "Sutter" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 19
"Los Angeles" "Los Angeles" 2016 4248855 3084215 316750 55220 18400 9305 8120 257085 2575 23155 10905 380 40660 126075 2895 10825 42770 239520 "CTPP_A302103_5YR_2016" 19 19
"Los Angeles" "Santa Cruz" 2016 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 "CTPP_A302103_5YR_2016" 44 19
"Los Angeles" "Imperial" 2016 115 105 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 13 19
"Los Angeles" "Madera" 2016 175 145 0 4 0 0 0 0 0 0 0 0 0 0 0 0 25 0 "CTPP_A302103_5YR_2016" 20 19
"Los Angeles" "Placer" 2016 160 100 10 10 0 0 0 10 0 0 0 0 0 0 0 0 35 0 "CTPP_A302103_5YR_2016" 31 19
"Los Angeles" "Nevada" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 29 19
"Los Angeles" "Napa" 2016 60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 "CTPP_A302103_5YR_2016" 28 19
"Los Angeles" "Plumas" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 32 19
"Los Angeles" "Amador" 2016 35 25 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 3 19
"Los Angeles" "Alameda" 2016 695 370 35 50 15 15 0 50 0 10 0 0 25 55 0 0 70 0 "CTPP_A302103_5YR_2016" 1 19
"Los Angeles" "Monterey" 2016 165 100 25 0 0 0 0 0 0 0 0 0 0 10 0 0 25 0 "CTPP_A302103_5YR_2016" 27 19
"Los Angeles" "Fresno" 2016 675 420 95 75 0 0 0 25 0 0 0 0 0 4 0 25 30 0 "CTPP_A302103_5YR_2016" 10 19
"Los Angeles" "San Bernardino" 2016 134245 106405 14855 3320 1285 960 885 2140 125 420 2355 0 280 305 0 515 400 0 "CTPP_A302103_5YR_2016" 36 19
"Los Angeles" "Glenn" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 11 19
"Los Angeles" "Mendocino" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 23 19
"Los Angeles" "Merced" 2016 135 100 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 "CTPP_A302103_5YR_2016" 24 19
"Los Angeles" "Butte" 2016 30 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 "CTPP_A302103_5YR_2016" 4 19
"Los Angeles" "Stanislaus" 2016 130 45 0 30 30 0 0 0 0 0 0 0 0 0 0 0 25 0 "CTPP_A302103_5YR_2016" 50 19
"Los Angeles" "Mariposa" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 22 19
"Los Angeles" "Tuolumne" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 55 19
"Los Angeles" "Marin" 2016 215 150 0 0 4 0 0 0 0 0 0 0 0 35 0 0 30 0 "CTPP_A302103_5YR_2016" 21 19
"Los Angeles" "Yuba" 2016 45 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 58 19
"Los Angeles" "Tulare" 2016 635 465 115 40 0 10 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 54 19
"Madera" "Santa Clara" 2016 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 "CTPP_A302103_5YR_2016" 43 20
"Madera" "Ventura" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 56 20
"Madera" "Placer" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 31 20
"Madera" "Merced" 2016 1505 990 220 165 4 0 45 0 0 0 0 0 0 10 0 0 70 0 "CTPP_A302103_5YR_2016" 24 20
"Madera" "Fresno" 2016 10545 8960 980 190 105 35 90 15 0 0 0 0 75 4 0 55 40 0 "CTPP_A302103_5YR_2016" 10 20
"Madera" "Madera" 2016 32635 24495 2730 675 465 345 305 90 0 15 0 0 175 880 0 90 450 1915 "CTPP_A302103_5YR_2016" 20 20
"Madera" "Sonoma" 2016 35 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 20
"Madera" "San Joaquin" 2016 70 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 39 20
"Madera" "Sacramento" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 20
"Madera" "Stanislaus" 2016 170 125 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 50 20
"Madera" "Mariposa" 2016 340 275 30 30 0 10 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 22 20
"Madera" "Humboldt" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 12 20
"Madera" "Kern" 2016 95 70 10 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 "CTPP_A302103_5YR_2016" 15 20
"Madera" "Contra Costa" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 7 20
"Madera" "Kings" 2016 255 235 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 16 20
"Madera" "Tehama" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 20
"Madera" "Los Angeles" 2016 60 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 "CTPP_A302103_5YR_2016" 19 20
"Madera" "Tulare" 2016 255 175 60 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 54 20
"Madera" "Riverside" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 20
"Madera" "San Luis Obispo" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 40 20
"Madera" "San Mateo" 2016 15 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 41 20
"Madera" "Napa" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 28 20
"Marin" "Butte" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 21
"Marin" "Napa" 2016 1280 1105 145 15 10 4 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 28 21
"Marin" "San Joaquin" 2016 250 95 65 0 10 0 0 80 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 39 21
"Marin" "Shasta" 2016 20 15 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 21
"Marin" "El Dorado" 2016 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 9 21
"Marin" "Santa Clara" 2016 340 320 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 43 21
"Marin" "Yuba" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 58 21
"Marin" "Amador" 2016 55 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 3 21
"Marin" "Solano" 2016 5240 4320 640 80 95 10 40 20 0 0 0 0 0 0 0 20 25 0 "CTPP_A302103_5YR_2016" 48 21
"Marin" "Lake" 2016 70 50 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 "CTPP_A302103_5YR_2016" 17 21
"Marin" "Mendocino" 2016 190 175 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 23 21
"Marin" "Merced" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 24 21
"Marin" "Tehama" 2016 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 21
"Marin" "San Diego" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 37 21
"Marin" "San Luis Obispo" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 40 21
"Marin" "San Benito" 2016 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 "CTPP_A302103_5YR_2016" 35 21
"Marin" "Riverside" 2016 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 21
"Marin" "Santa Cruz" 2016 20 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 44 21
