"Work_Geo_Short" "Res_Geo_Short" "Year" "Total" "Drove.alone" "X2.person.carpool" "X3.person.carpool" "X4.person.carpool" "X5.or.6.person.carpool" "X7.or.more.person.carpool" "Bus" "Streetcar.or.trolley" "Subway" "Railroad" "Ferry" "Bicycle" "Walked" "Taxi" "Motorcycle" "Other" "Worked.at.home" "Source" "src" "dst"
"Contra Costa" "Orange" 2016 70 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 "CTPP_A302103_5YR_2016" 30 7
"Contra Costa" "Nevada" 2016 65 50 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 29 7
"Contra Costa" "Santa Barbara" 2016 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 42 7
"Contra Costa" "Marin" 2016 1960 1580 155 40 0 0 100 50 0 10 0 10 0 4 0 15 0 0 "CTPP_A302103_5YR_2016" 21 7
"Contra Costa" "Tehama" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 7
"Contra Costa" "Sutter" 2016 40 15 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 7
"Contra Costa" "Sonoma" 2016 965 855 25 40 0 0 0 0 0 0 0 0 30 10 0 10 0 0 "CTPP_A302103_5YR_2016" 49 7
"Contra Costa" "Santa Cruz" 2016 140 140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 44 7
"Contra Costa" "San Luis Obispo" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 40 7
"Contra Costa" "Shasta" 2016 35 35 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 7
"Contra Costa" "Butte" 2016 55 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 7
"Contra Costa" "Alameda" 2016 41235 33885 3180 715 215 130 25 515 30 1360 120 4 445 125 4 75 400 0 "CTPP_A302103_5YR_2016" 1 7
"Contra Costa" "Yolo" 2016 485 385 30 10 50 10 4 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 7
"Contra Costa" "Napa" 2016 1885 1665 135 30 35 0 0 0 0 0 0 0 0 15 0 4 0 0 "CTPP_A302103_5YR_2016" 28 7
"Contra Costa" "San Diego" 2016 35 20 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 "CTPP_A302103_5YR_2016" 37 7
"Contra Costa" "Kern" 2016 65 55 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 15 7
"Contra Costa" "Tuolumne" 2016 120 105 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 55 7
"Contra Costa" "Solano" 2016 19485 15880 2060 590 225 70 200 215 0 10 35 0 0 45 0 95 55 0 "CTPP_A302103_5YR_2016" 48 7
"Contra Costa" "Siskiyou" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 47 7
"Contra Costa" "Mariposa" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 22 7
"Contra Costa" "Sacramento" 2016 2085 1730 195 55 35 0 0 35 0 0 4 0 0 0 0 20 10 0 "CTPP_A302103_5YR_2016" 34 7
"Contra Costa" "San Francisco" 2016 4100 2735 305 170 30 25 40 165 20 525 4 0 10 70 0 0 0 0 "CTPP_A302103_5YR_2016" 38 7
"Contra Costa" "Glenn" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 11 7
"Contra Costa" "Ventura" 2016 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 56 7
"Contra Costa" "Santa Clara" 2016 3155 2465 400 75 45 0 15 40 0 0 30 0 10 15 0 15 45 0 "CTPP_A302103_5YR_2016" 43 7
"Contra Costa" "San Joaquin" 2016 6350 4810 950 425 40 20 20 4 0 0 20 0 0 0 0 45 15 0 "CTPP_A302103_5YR_2016" 39 7
"Contra Costa" "Amador" 2016 90 90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 3 7
"Contra Costa" "Mendocino" 2016 130 125 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 23 7
"Del Norte" "Siskiyou" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 47 8
"Del Norte" "Sonoma" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 8
"Del Norte" "Humboldt" 2016 225 200 10 4 0 4 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 12 8
"Del Norte" "Shasta" 2016 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 45 8
"Del Norte" "Del Norte" 2016 7870 5865 830 215 4 4 0 65 0 0 0 0 100 190 0 10 60 515 "CTPP_A302103_5YR_2016" 8 8
"Del Norte" "Mendocino" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 23 8
"Del Norte" "Riverside" 2016 55 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 8
"El Dorado" "Monterey" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 27 9
"El Dorado" "Yuba" 2016 65 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 58 9
"El Dorado" "Tuolumne" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 55 9
"El Dorado" "Mono" 2016 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 26 9
"El Dorado" "Placer" 2016 1250 1060 155 0 0 4 0 0 0 0 0 0 0 0 0 15 10 0 "CTPP_A302103_5YR_2016" 31 9
"El Dorado" "Contra Costa" 2016 70 50 0 0 0 0 0 0 0 0 0 0 0 4 0 0 10 0 "CTPP_A302103_5YR_2016" 7 9
"El Dorado" "Alpine" 2016 70 65 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 2 9
"El Dorado" "San Francisco" 2016 20 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 38 9
"El Dorado" "Alameda" 2016 25 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 1 9
"El Dorado" "Sacramento" 2016 8325 7375 680 120 20 15 20 0 0 0 0 0 30 0 0 50 20 0 "CTPP_A302103_5YR_2016" 34 9
"El Dorado" "Sutter" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 9
"El Dorado" "Riverside" 2016 50 4 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 9
"El Dorado" "Sonoma" 2016 30 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 9
"El Dorado" "Yolo" 2016 170 145 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 9
"El Dorado" "Butte" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 9
"El Dorado" "San Bernardino" 2016 60 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 "CTPP_A302103_5YR_2016" 36 9
"El Dorado" "Santa Clara" 2016 45 35 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 43 9
"El Dorado" "Ventura" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 56 9
"El Dorado" "Solano" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 48 9
"El Dorado" "Plumas" 2016 30 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 32 9
"El Dorado" "Amador" 2016 455 365 60 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 3 9
"El Dorado" "Los Angeles" 2016 55 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 19 9
"El Dorado" "Nevada" 2016 170 170 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 29 9
"El Dorado" "Shasta" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 9
"El Dorado" "Fresno" 2016 10 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 "CTPP_A302103_5YR_2016" 10 9
"El Dorado" "San Joaquin" 2016 205 160 15 0 30 0 0 0 0 0 0 0 0 0 0 4 0 0 "CTPP_A302103_5YR_2016" 39 9
"El Dorado" "El Dorado" 2016 43720 31180 2705 445 245 30 110 300 0 0 0 10 405 1595 60 100 305 6230 "CTPP_A302103_5YR_2016" 9 9
"El Dorado" "Merced" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 24 9
"El Dorado" "Siskiyou" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 47 9
"Fresno" "Sonoma" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 10
"Fresno" "Contra Costa" 2016 65 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 "CTPP_A302103_5YR_2016" 7 10
"Fresno" "San Bernardino" 2016 45 15 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 10
"Fresno" "Placer" 2016 140 105 4 0 0 0 0 20 0 0 0 0 0 15 0 0 0 0 "CTPP_A302103_5YR_2016" 31 10
"Fresno" "Fresno" 2016 335565 257605 27805 6460 3685 2050 1590 4380 65 15 0 0 3000 6210 105 1060 5430 16115 "CTPP_A302103_5YR_2016" 10 10
"Fresno" "San Luis Obispo" 2016 275 230 0 10 0 0 30 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 40 10
"Fresno" "Sacramento" 2016 260 235 20 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 10
"Fresno" "San Diego" 2016 35 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 "CTPP_A302103_5YR_2016" 37 10
"Fresno" "Santa Barbara" 2016 55 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 42 10
"Fresno" "Butte" 2016 25 25 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 10
"Fresno" "San Francisco" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 38 10
"Fresno" "El Dorado" 2016 145 115 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 9 10
"Fresno" "Kings" 2016 5775 4330 560 220 125 135 335 30 0 0 0 0 4 15 0 0 25 0 "CTPP_A302103_5YR_2016" 16 10
"Fresno" "Napa" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 28 10
"Fresno" "Siskiyou" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 47 10
"Fresno" "Riverside" 2016 210 125 70 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 10
"Fresno" "Madera" 2016 10530 8940 820 120 270 175 0 15 0 0 0 0 0 50 0 25 115 0 "CTPP_A302103_5YR_2016" 20 10
"Fresno" "Ventura" 2016 75 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 56 10
"Fresno" "Kern" 2016 480 445 30 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 "CTPP_A302103_5YR_2016" 15 10
"Fresno" "Imperial" 2016 35 0 0 0 0 20 0 10 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 13 10
"Fresno" "Nevada" 2016 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 29 10
"Fresno" "Orange" 2016 55 50 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 30 10
"Fresno" "Yolo" 2016 75 30 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 10
"Fresno" "Monterey" 2016 230 80 15 0 0 0 0 0 0 0 0 0 0 0 0 0 135 0 "CTPP_A302103_5YR_2016" 27 10
"Fresno" "Stanislaus" 2016 555 390 30 45 0 0 0 0 0 0 0 0 0 0 0 0 90 0 "CTPP_A302103_5YR_2016" 50 10
"Fresno" "Sutter" 2016 35 30 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 10
"Fresno" "Mariposa" 2016 180 165 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 22 10
"Fresno" "Solano" 2016 60 40 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 48 10
"Fresno" "Marin" 2016 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 21 10
"Fresno" "Alameda" 2016 65 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 1 10
"Fresno" "Los Angeles" 2016 425 305 30 10 0 10 0 0 0 0 0 0 0 25 0 0 50 0 "CTPP_A302103_5YR_2016" 19 10
"Fresno" "Yuba" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 58 10
"Fresno" "Santa Cruz" 2016 45 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 44 10
"Fresno" "Del Norte" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 8 10
"Fresno" "San Mateo" 2016 75 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 41 10
"Fresno" "Santa Clara" 2016 130 125 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 43 10
"Fresno" "Tulare" 2016 9555 7870 745 225 115 170 70 75 0 0 0 0 25 15 0 85 165 0 "CTPP_A302103_5YR_2016" 54 10
"Fresno" "Shasta" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 10
"Fresno" "Tehama" 2016 20 15 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 10
"Fresno" "Merced" 2016 1715 1260 270 130 0 0 15 0 0 0 10 0 0 4 0 0 25 0 "CTPP_A302103_5YR_2016" 24 10
"Fresno" "Humboldt" 2016 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 12 10
"Fresno" "Tuolumne" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 55 10
"Fresno" "San Joaquin" 2016 350 295 15 0 10 0 0 0 0 0 0 0 0 15 0 0 15 0 "CTPP_A302103_5YR_2016" 39 10
"Glenn" "Nevada" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 29 11
"Glenn" "Tehama" 2016 745 640 90 4 0 0 0 0 0 0 0 0 0 0 0 0 10 0 "CTPP_A302103_5YR_2016" 52 11
"Glenn" "Sutter" 2016 55 10 0 0 0 0 30 0 0 0 0 0 0 15 0 0 0 0 "CTPP_A302103_5YR_2016" 51 11
"Glenn" "Santa Clara" 2016 35 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 "CTPP_A302103_5YR_2016" 43 11
"Glenn" "Placer" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 31 11
"Glenn" "Yolo" 2016 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 11
"Glenn" "San Bernardino" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 11
"Glenn" "Fresno" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 10 11
"Glenn" "Colusa" 2016 255 225 4 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 6 11
"Glenn" "Glenn" 2016 6565 4890 540 140 15 0 0 30 0 0 0 0 55 330 0 0 90 480 "CTPP_A302103_5YR_2016" 11 11
"Glenn" "Butte" 2016 1040 835 125 40 30 0 0 0 0 0 0 0 15 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 11
"Glenn" "Sacramento" 2016 130 130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 11
"Glenn" "Shasta" 2016 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 11
"Glenn" "Siskiyou" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 47 11
"Humboldt" "San Benito" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 35 12
"Humboldt" "Contra Costa" 2016 15 0 15 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 7 12
"Humboldt" "Humboldt" 2016 56370 40920 4165 780 200 65 80 905 60 0 0 0 1015 3625 4 240 220 4090 "CTPP_A302103_5YR_2016" 12 12
"Humboldt" "Merced" 2016 55 35 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 24 12
"Humboldt" "Fresno" 2016 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 10 12
"Humboldt" "Riverside" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 12
"Humboldt" "Mendocino" 2016 115 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 23 12
"Humboldt" "Trinity" 2016 300 265 10 20 0 0 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 53 12
"Humboldt" "Santa Cruz" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 44 12
"Humboldt" "Monterey" 2016 4 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 27 12
"Humboldt" "San Francisco" 2016 35 20 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 38 12
"Humboldt" "Shasta" 2016 45 25 4 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 "CTPP_A302103_5YR_2016" 45 12
"Humboldt" "San Bernardino" 2016 10 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 12
"Humboldt" "Yolo" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 57 12
"Humboldt" "San Mateo" 2016 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 "CTPP_A302103_5YR_2016" 41 12
"Humboldt" "Butte" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 12
"Humboldt" "Marin" 2016 40 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 21 12
"Humboldt" "Santa Clara" 2016 4 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 "CTPP_A302103_5YR_2016" 43 12
"Humboldt" "El Dorado" 2016 115 10 0 4 0 0 0 50 0 0 0 0 25 25 0 0 0 0 "CTPP_A302103_5YR_2016" 9 12
"Humboldt" "Solano" 2016 25 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 48 12
"Humboldt" "Los Angeles" 2016 125 55 10 10 0 0 0 4 0 0 0 0 0 15 0 0 30 0 "CTPP_A302103_5YR_2016" 19 12
"Humboldt" "Tehama" 2016 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 52 12
"Humboldt" "Kern" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 15 12
"Humboldt" "Glenn" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 11 12
"Humboldt" "Del Norte" 2016 80 45 30 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 8 12
"Humboldt" "Yuba" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 58 12
"Humboldt" "Sonoma" 2016 35 25 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 49 12
"Humboldt" "Orange" 2016 25 15 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 30 12
"Humboldt" "Napa" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 28 12
"Humboldt" "Alameda" 2016 35 20 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 "CTPP_A302103_5YR_2016" 1 12
"Humboldt" "Siskiyou" 2016 60 50 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 "CTPP_A302103_5YR_2016" 47 12
"Humboldt" "Placer" 2016 40 25 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 31 12
"Humboldt" "Sutter" 2016 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 51 12
"Humboldt" "Sacramento" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 12
"Humboldt" "Nevada" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 29 12
"Humboldt" "San Diego" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 37 12
"Imperial" "Fresno" 2016 40 25 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 10 13
"Imperial" "Kern" 2016 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 15 13
"Imperial" "San Diego" 2016 890 590 200 4 0 45 25 25 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 37 13
"Imperial" "Riverside" 2016 545 420 30 60 0 4 10 0 0 0 0 0 0 20 0 0 0 0 "CTPP_A302103_5YR_2016" 33 13
"Imperial" "Los Angeles" 2016 130 80 30 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 "CTPP_A302103_5YR_2016" 19 13
"Imperial" "Imperial" 2016 52495 42735 3005 795 355 215 200 390 0 0 0 0 330 1155 165 40 805 2295 "CTPP_A302103_5YR_2016" 13 13
"Imperial" "Sacramento" 2016 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 13
"Imperial" "Orange" 2016 90 70 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 30 13
"Imperial" "Butte" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 4 13
"Imperial" "Monterey" 2016 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 27 13
"Imperial" "Ventura" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 56 13
"Imperial" "San Francisco" 2016 10 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 38 13
"Imperial" "San Bernardino" 2016 120 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 36 13
"Imperial" "Shasta" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 45 13
"Imperial" "Kings" 2016 10 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 16 13
"Inyo" "Santa Cruz" 2016 40 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 "CTPP_A302103_5YR_2016" 44 14
"Inyo" "San Diego" 2016 45 10 10 0 0 10 10 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 37 14
"Inyo" "Riverside" 2016 30 20 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 33 14
"Inyo" "Sacramento" 2016 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 34 14
"Inyo" "Stanislaus" 2016 10 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 50 14
"Inyo" "Mono" 2016 280 270 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 26 14
"Inyo" "Inyo" 2016 7115 5050 275 85 90 55 15 55 0 0 0 0 455 670 0 10 35 320 "CTPP_A302103_5YR_2016" 14 14
"Inyo" "Tulare" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 54 14
"Inyo" "Placer" 2016 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 31 14
"Inyo" "Los Angeles" 2016 70 60 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 "CTPP_A302103_5YR_2016" 19 14
